	ra	dec	mag	x	y	z
31201	1.7175437848355048	-0.021295704681378896	5.09	-0.14618814746900788	0.9890275968767227	-0.021294087344487952
31222	1.718384422669728	-0.6323682007280685	5.42	-0.11861716156915537	0.7978608755254932	-0.5910566743443224
31330	1.7234096619185326	-0.9245987653925556	4.35	-0.09154039142730554	0.5951562620912288	-0.7983792209413595
31339	1.723758902301857	-0.4008112498889462	4.54	-0.14029104328488498	0.9099941582788647	-0.39016542013917516
31357	1.724389838826453	0.4890816433277023	5.26	-0.13505439204640962	0.8723725173500612	0.4698153915755549
31499	1.7302638316905024	0.67100055757548	5.4	-0.12436631086624725	0.773262677668376	0.6217699349813025
31512	1.7308602106959088	-0.3360784889156332	3.95	-0.15046480760429576	0.9319874181213119	-0.3297874984534332
31601	1.7353445724095204	0.28622094226426514	1.93	-0.15714265033273947	0.9463596336655573	0.28232894151112936
31605	1.7355605569044548	-0.7539112717741643	3.17	-0.11957325630127894	0.7191441625107606	-0.6844953687967548
31608	1.7357014049750907	-0.5644348549724484	5.25	-0.13869690146304745	0.8334291004135974	-0.5349384115095228
31620	1.7361242109863861	-0.3183040383600304	4.42	-0.15630871578319333	0.9368169382463156	-0.3129562422847762
31685	1.7393393692679473	-0.8416009592641969	5.05	-0.11176436482130298	0.656828903944325	-0.7457107466701735
31709	1.7401792217040073	0.6964310345212961	5.34	-0.12931925222702087	0.7561580177406023	0.6414838916216423
31746	1.742181725221283	-0.24689015701008318	4.82	-0.16537616873231467	0.9554707984727361	-0.24438959896299434
31751	1.742407658092954	0.7415707991248908	4.8	-0.12592747084154993	0.7265765882822909	0.6754470619134537
31895	1.7495950984855912	0.17271348926739896	4.66	-0.17520168886429996	0.9694172734314348	0.17185609733686955
31979	1.753793051668951	-0.16000370494840338	5.21	-0.17965271869911997	0.9707427292274352	-0.15932185762187562
32019	1.75582487671766	0.30796863486203296	5.2	-0.17531892204366403	0.9366853498222691	0.3031234583495326
32088	1.7587816390034632	0.7770982501395893	5.04	-0.13323577305836967	0.7003911517952913	0.7012135646608699
32161	1.7624863621402092	0.4386208585269674	3.06	-0.17248337092430513	0.8887557595753636	0.4246912838476993
32164	1.7627311445678016	0.23087245015978278	4.49	-0.1856971216236933	0.9555913459304086	0.22882691844183287
32207	1.764852766806526	-0.542282926666626	5.23	-0.16517438490758438	0.8404556596435623	-0.5160927307601861
32226	1.766088459916938	0.5056381507713859	5.42	-0.1697703448001178	0.8582352695917707	0.4843658246152281
32263	1.7677953919253881	-0.2917512623453044	-1.44	-0.1874554719063367	0.9392174314973272	-0.28763007913626887
32276	1.7684087878910018	0.22507052194054808	3.35	-0.19137697454433583	0.9558073605440125	0.22317514006749245
32325	1.7714652957435568	-0.258241132693231	5.3	-0.192715305912374	0.9474395265454927	-0.25538041116411553
32352	1.772537626035982	1.0374528543839376	4.86	-0.10187366657460609	0.49810426237318955	0.8611120135408092
32353	1.7725572609900668	1.3886679206770018	5.44	-0.03629280409587594	0.17744986301462454	0.983460410228571
32394	1.7747335993008413	0.760569580697475	5.24	-0.14671906820170397	0.7094306588742555	0.6893342115949733
32403	1.7751090196229455	0.9977903518521217	5.34	-0.11000150424871852	0.530883704529435	0.8402750509970666
32406	1.7752247349523524	-0.2517806917472189	5.28	-0.19660670683234405	0.9483040630869669	-0.24912889587779818
32408	1.775340188482372	-0.8947546823810039	5.39	-0.12709429386479662	0.6126665423707401	-0.7800556059195336
32447	1.7773146794651533	0.1402765451190843	4.77	-0.2030392718845751	0.9691368707364325	0.13981695123187537
32451	1.7774288239982337	-0.6619981143871081	5.27	-0.16182717632236165	0.77198645877614	-0.6146941291974458
32472	1.7785794323076105	-0.1570535051005873	5.08	-0.20375213355577101	0.9664478269194118	-0.15640865038167762
32476	1.7787506491072314	0.8515369965227529	5.22	-0.1360206571182031	0.6446334226129448	0.7522939128342411
32492	1.7796284624545222	0.0421001166316139	4.48	-0.20713393527414986	0.9774068548989254	0.04208768055423444
32521	1.7810720242788465	-1.081081216215183	3.24	-0.09817949148606853	0.4600140654053201	-0.8824669099069986
32591	1.7844345756157391	-0.26432533301239075	5.39	-0.20465335045534785	0.943324555534315	-0.26125808901044123
32672	1.7882686276500575	-0.5673799759121413	3.5	-0.18195481534803898	0.8234485203007459	-0.5374243942976287
32675	1.788330935904354	-0.9358882880327408	4.41	-0.1280052948003678	0.5791255192946406	-0.8051262493576917
32679	1.7885710059429656	-0.8135775513684479	5.14	-0.14841043506392582	0.6706786722045951	-0.7267492424585097
32682	1.7886830560809435	-0.8833907214482211	2.94	-0.13716568092483986	0.6195313801896121	-0.7728948472701699
32758	1.7923040034135935	0.7292200290330304	4.99	-0.16382931935430972	0.7274750605630562	0.6662882187001967
32769	1.7927697445244881	-0.5998228541799125	4.99	-0.18172375242172023	0.8051834854297312	-0.5644962644668245
32778	1.793114010719444	1.179352730240302	5.14	-0.08412243053241411	0.3721335515258778	0.9243592572750359
32826	1.7952879928357282	-1.2385451703959616	5.41	-0.07260949248529189	0.31798736618136386	-0.9453104762722497
32834	1.7957288630047819	0.37980368161377903	5.28	-0.20714624704471427	0.9053417373369855	0.37073814339900196
32932	1.801131616970793	0.5927357004060942	3.6	-0.1893588924310548	0.8075105826334477	0.5586321408514499
32961	1.8024201935575406	1.0375728108634275	5.34	-0.11668697291102455	0.4947375277434003	0.8611729959742177
33005	1.804445473621555	-0.3529798210596333	4.82	-0.21725459632964927	0.9128499897825734	-0.3456954389742463
33017	1.8051245812335053	1.2023278081812423	5.11	-0.08363182029883401	0.3503434158242618	0.9328800617561146
33065	1.8069940906617794	-0.4220941089470303	3.89	-0.21346953220266876	0.8869046674343359	-0.4096716608509353
33073	1.8072448944752908	-0.2101136960227799	4.08	-0.22909940595780137	0.950795225481714	-0.20857109433226612
33097	1.8082093634199428	-0.01966979085680601	5.44	-0.23514362769245725	0.9717616085123781	-0.019668517408959054
33115	1.8092254068439917	0.22999646940820678	4.73	-0.22995729242555132	0.946122331140629	0.2279740734761992
33215	1.8135011144455273	-0.35144817246796056	4.66	-0.22563898272887092	0.9113581052231551	-0.3442578300012087
33229	1.8141917412305417	-0.40040364569543546	5.29	-0.22193723540508264	0.8937603389298829	-0.3897900974841328
33258	1.815625616477517	-0.24510409177334724	5.0	-0.23514624307971552	0.9411820647958377	-0.24265730005944366
33260	1.815740546408761	-0.29765267433190284	4.36	-0.2318387901473887	0.9274909325194239	-0.293276909212513
33270	1.8163052476882438	-0.8503443781382802	4.94	-0.16034604397200425	0.6399417216795639	-0.751507644030534
33297	1.8176498493439806	-1.386143860419353	5.45	-0.044864559444316734	0.17803914400123533	-0.9830001192823807
33362	1.820713163980618	1.0196695026491498	4.35	-0.12951038576118096	0.5073793513068561	0.8519350056473933
33391	1.8219718954371564	-0.4298892729852126	5.45	-0.225928059030553	0.8804880194815649	-0.4167701521127902
33398	1.82220463509291	0.7870404135038198	4.9	-0.17561632181792547	0.6837518948557437	0.7082670780096467
33471	1.825694159132885	-0.5953616180788899	5.07	-0.20876349523702484	0.8011940887095541	-0.5608081982935768
33492	1.8265997232152822	-0.5056582569643688	1.5	-0.22135836887904126	0.8463883137409134	-0.4843834172326954
33595	1.8319092765992366	-1.1853655465930553	5.18	-0.097055226857114	0.36321477077211745	-0.9266365594086349
33607	1.8328787197322567	1.3435092192510232	4.55	-0.058384954462150813	0.2176399865804737	0.9742812906618415
33692	1.8363402312377373	-0.8971443522862493	5.14	-0.16371780310355163	0.6019786046144159	-0.7815486168712907
33769	1.8400967906532673	-0.4875547594848875	3.49	-0.23505649383368543	0.851637917434181	-0.4684669703351405
33790	1.8410594270022045	-0.09986887426312933	5.22	-0.2656546776226734	0.9588988027196453	-0.09970295080901193
33839	1.8431245005731642	0.4226392625388908	5.2	-0.24530730887974359	0.8783995644067235	0.4101689035754132
33882	1.8453058130723068	-0.07398853870261174	4.99	-0.27033320631604335	0.9599248069677317	-0.07392105607234353
33888	1.845792759933613	-0.41596939953593187	3.02	-0.2483876505691319	0.8803553104547034	-0.4040768520949323
33944	1.8484544743093672	0.19114526572588783	5.14	-0.2691119444566896	0.9441848659503792	0.18998342101616092
33956	1.8489940428476213	-0.2728523136059342	4.11	-0.26446371188205325	0.9259804742224329	-0.2694793247289389
33971	1.84958544766466	-0.8654026600454667	4.92	-0.17841522210992694	0.6233012646183003	-0.7613563830721413
33993	1.850252512504772	-0.7389249323387449	5.2	-0.20389356287311797	0.7105165501126179	-0.6734936132102289
34000	1.8505239984699193	0.359019410763112	4.01	-0.25849068169086964	0.8998507062565178	0.35135633469262456
34017	1.85138165326435	-0.9904695333980466	5.14	-0.15183366503743648	0.5268552241717436	-0.8362835110919272
34211	1.8617402696413985	-0.19711773006633487	5.41	-0.28130170231864454	0.939422482550879	-0.1958436916282369
34350	1.8691049482195763	0.2780427308151477	5.47	-0.2826165069067576	0.9191256128756293	0.27447407487743053
34354	1.8692101915734718	-0.4606482401373674	1.83	-0.26335877723328777	0.8561753573528577	-0.4445288651098982
34389	1.8707629237425083	-1.2304384825395909	3.78	-0.09864189871290834	0.3189177515799023	-0.9426352653839829
34404	1.8712160984827886	-0.6921217816915369	4.83	-0.2278278462949278	0.7354119713715918	-0.638172159229752
34530	1.8772238708340034	-0.07395145045600686	4.91	-0.3008300873211009	0.9508114444247758	-0.0738840694145242
34532	1.8776341104746848	-0.47981754037787155	5.46	-0.267938264742225	0.8456468109126879	-0.4616173279677941
34578	1.8796824288848255	-0.8540262200085322	5.12	-0.19971192013351796	0.6258613038876175	-0.7539315467949823
34601	1.881201127133448	0.5278776771523658	4.41	-0.2638663589502588	0.8225933335039972	0.5037010544848153
34631	1.8823095857413896	-0.00526963770396144	5.44	-0.30649521597255125	0.9518576121496442	-0.005269608971894319
34660	1.8834515546709698	0.6862730437417638	4.91	-0.23795311219664053	0.7361082749325638	0.633658365345032
34677	1.8843636637380623	-0.008600354235297338	4.15	-0.308442557614413	0.9512040918314081	-0.008600252058261152
34709	1.8861054150650896	-0.7068375427330198	5.3	-0.2358136998725601	0.7229313057205622	-0.6494322336946152
34741	1.887403416429798	-0.8161038281942471	4.49	-0.21328921161225406	0.6510156206576643	-0.7284822399136023
34805	1.890290278279059	-0.7885875606192502	4.87	-0.22138265295701767	0.6691788512980203	-0.7093584326313281
34815	1.8909387553626376	0.282027160417818	5.07	-0.3022690065183836	0.9116911343889509	0.27830329350364746
34818	1.891020436771631	0.8976009304185711	5.46	-0.19626107272491536	0.5917923368198231	0.781833371898513
34828	1.8916673430588826	-0.779110422780921	4.42	-0.22441581371220823	0.6752222788180912	-0.7026467225737208
34887	1.8947885153602242	-0.45993801330485334	4.42	-0.28527025183919563	0.8494588163718705	-0.44389255761242785
34893	1.8951411591355896	0.05430441869264685	5.36	-0.3182181255642699	0.9464624412500121	0.054277729000298876
34926	1.8964559156611167	-0.8425040624323489	4.75	-0.21294667688912977	0.6306123164659643	-0.7463121459036475
34943	1.8972206316728784	-0.4672711886900327	4.01	-0.28628376068965705	0.8456564830624782	-0.4504516855554961
34990	1.8995781351600096	-0.5355795358887363	5.36	-0.27767678935430445	0.813909817059053	-0.5103395049854401
35053	1.9020424527973627	1.0408701566994651	5.2	-0.16438766297313998	0.4779918980449598	0.8628443901802956
35086	1.903467426865154	-0.27202158924186254	5.46	-0.31456064145694557	0.9104191736508149	-0.2686792345812425
35110	1.9049536619896896	-0.4866183728879001	4.66	-0.2899018632792753	0.8350270829067408	-0.46763947703274944
35115	1.9050874414768548	-0.4069338823582348	4.83	-0.3013066218664507	0.8675023183725358	-0.39579546136572025
35131	1.9060021685378252	-0.6386619278239302	5.03	-0.26412274292598764	0.7582072019580263	-0.5961216449418972
35132	1.9060325372668099	-1.1860760526782497	3.97	-0.123470631835552	0.3544079576535606	-0.926903448383898
35169	1.9073946794815289	-0.6474729956598209	2.71	-0.26343324464600204	0.7528516049999346	-0.6031727666799143
35253	1.9115413199848796	0.2886841428908972	3.58	-0.32036026406531115	0.903504453515292	0.2846910670991236
35266	1.9124733258054447	-0.6411285842024812	4.65	-0.26853012673362614	0.7550944373509919	-0.5981002940293638
35287	1.9134610948956106	0.8633228558956203	5.0	-0.21837040229121374	0.6121313195478206	0.7600063256525021
35295	1.9135726214348132	-0.6843485738953448	5.24	-0.26042315880197475	0.7297553604013752	-0.6321684050354466
35309	1.9139124370401766	-0.6412817019377587	5.11	-0.2695858928559856	0.7546208927561516	-0.5982229973755184
35315	1.9140718728673463	-0.4286301924628239	4.88	-0.3061256239897365	0.8564710784535606	-0.41562530494363464
35317	1.9142252873085963	-0.43553600652735996	4.37	-0.3052831435054146	0.8537011192899792	-0.42189643422822276
35330	1.914864339614214	-0.4640106867545045	5.29	-0.3016528553290121	0.8418521304991233	-0.44753831707010433
35453	1.920398778672288	0.3836638612269999	3.5	-0.3176225181691457	0.8712061353183619	0.37432045861204943
35490	1.9226845491271625	-0.909070867743535	5.38	-0.21179292605050176	0.5768260084901652	-0.7889331482478541
35601	1.9283606216540357	0.3568091432516789	5.09	-0.3279495799596591	0.8777518263791427	0.34928613527072966
35611	1.9287800242732902	0.6415932257559472	5.12	-0.2807090805089883	0.7503552116663131	0.5984726129448202
35628	1.929572752819546	-0.3319022825347537	4.94	-0.33196563609560287	0.8852263847773943	-0.32584208467536296
35697	1.9330028483984907	-0.5571750881356079	5.4	-0.30074556091447474	0.7936828975699614	-0.5287906633963843
35749	1.9350257722680142	0.43721424532290765	5.04	-0.32272039451346174	0.8465041410997598	0.4234173898956366
35750	1.9350603297872038	-0.48580007526810254	5.37	-0.31504296633494494	0.8262792310286562	-0.46691601143414563
35757	1.9352716018931575	-0.5620320950978128	5.41	-0.3016264174065711	0.7905895502276752	-0.532906809295283
35806	1.9377301599439793	-0.5114356458543204	2.45	-0.31284976287862176	0.8139923873875367	-0.4894296876385091
35809	1.9379312218738094	0.709867102701924	5.23	-0.2722396274855814	0.7079051502941844	0.6517329847517922
35853	1.9402379362797078	-0.2827690475229633	5.18	-0.3467544873132952	0.8954951228463023	-0.27901578895571477
35859	1.9405047098558752	-0.5551701237040869	5.35	-0.3070735333348381	0.7923914498485121	-0.5270878819819622
35888	1.9415464096199277	0.2036716159404988	5.37	-0.3548257931958415	0.9127907527337304	0.20226640404855106
35941	1.9445073606959364	0.16189843438436843	4.99	-0.36029888077435945	0.918804560460094	0.1611921095788423
35946	1.9448497942951775	0.4851680217327853	3.78	-0.32322366845405587	0.8234303836376096	0.46635701287052755
36013	1.9476311509911555	-0.8904404728161691	5.09	-0.23148456539642326	0.5849303916787294	-0.7773489132132346
36044	1.9491584886195756	0.8589031760840876	4.61	-0.24131654966119764	0.6070632514092154	0.7571264964641553
36087	1.9510630791658146	0.14467583948495377	2.89	-0.36729042247671445	0.9188646658884814	0.14417167314880558
36136	1.9536318547589	0.3742901690534364	5.2	-0.347690026900827	0.8633884095134984	0.3656119520905381
36163	1.9549196459474838	0.12116019816808571	5.22	-0.3719992353226346	0.9203306294751423	0.12086397879129823
36182	1.955480943834925	0.1557798859855295	4.33	-0.37072273651777166	0.9156926069173894	0.15515057932734336
36260	1.9595464265280584	-0.6773983237480531	5.41	-0.29534394767365785	0.7210644515511103	-0.6267679070292578
36263	1.959619468557254	0.5547450487647637	4.16	-0.3222488736362251	0.7865842130902078	0.5267266265886343
36274	1.9601388785426477	-0.7557525592284332	3.25	-0.27624096762858374	0.6732897998891003	-0.6858365498928437
36290	1.9606187568204838	0.4907564787312086	5.07	-0.3351723037349147	0.8158077090003053	0.4712932301070145
36322	1.9626068613714303	0.20955407365142042	4.55	-0.37350874351127156	0.9040007394847818	0.208023752325543
36326	1.9626785944036873	0.487228662167445	5.01	-0.3374848902803427	0.8166471188401442	0.46817884629974066
36328	1.9628710169537196	-0.40184961607412767	4.85	-0.35166746665138676	0.8505022815283109	-0.39112128811167207
36336	1.9631987897872443	0.8669480269250601	5.35	-0.2474801416080808	0.5979672596485373	0.7623573544592216
36412	1.9665935424488357	-0.5403937473776824	4.65	-0.33060624958576207	0.791211949635618	-0.5144736713269602
36444	1.9681844973284914	1.4383514230953613	4.92	-0.05110781819176411	0.12176746012491742	0.991241986890388
36512	1.971378188060253	0.29820775884720707	5.45	-0.37274348475581304	0.8801928312490424	0.29380754651623187
36537	1.9726547218751616	0.033413996916873565	5.24	-0.39091098812096514	0.9198220044399501	0.03340777625588384
36654	1.9792384528795348	0.2762273615002708	5.27	-0.3821233838872425	0.882950266792703	0.27272797043438324
36667	1.980073331127226	-0.2534897356040643	4.82	-0.38522906575625115	0.888091269974089	-0.25078369782020404
36672	1.980297431403182	-0.6342245852803673	5.42	-0.32072366732149604	0.7389297644426008	-0.5925530629746613
36689	1.9811802189388412	-0.38913977939525457	4.44	-0.369133121172756	0.8484114300623138	-0.3793926517381154
36711	1.9823028147137238	-0.40969267194698467	5.06	-0.3668884215734532	0.8406712401627856	-0.39832744329069786
36744	1.9835581427782205	0.5565554089846874	1.58	-0.34059938270986784	0.7777715513366132	0.5282645875213432
36790	1.985952036380256	0.5403700632597328	5.34	-0.3458649014792089	0.7846752202554582	0.5144533687729387
36811	1.9869772427828778	-0.49513809291175526	4.65	-0.3557183859406347	0.8047943217947845	-0.4751531642646009
36836	1.9882001077232874	-0.9168884069027279	4.93	-0.24659525993613401	0.5560673689706923	-0.7937127055446715
36856	1.9893371024644992	0.46941923521363216	4.06	-0.36246467090125944	0.8148510198711308	0.452368409334051
36982	1.9952524596318209	-0.07175011903034398	5.14	-0.41076566052442864	0.9089182135310782	-0.0716885851820454
36990	1.9956467295098463	-0.6103159830824127	4.53	-0.3377714510075648	0.7466167279637379	-0.5731264331794217
37067	1.9997143065980818	-0.4426993439230278	4.69	-0.37579496705212784	0.821747276608459	-0.4283801537476625
37124	2.0020286131862264	-0.46781519036458674	3.8	-0.3730798819345965	0.8108433580537855	-0.45093730206729205
37159	2.0034878829738187	0.6036107073489309	4.89	-0.3452188726177656	0.7474174217229925	0.5676188225327569
37173	2.0040829529822863	0.09119333124365608	0.4	-0.4181113853395461	0.9038195010820751	0.09106689251969825
37191	2.0047536830138273	-0.6686010963731307	4.84	-0.3299340165195752	0.7119559730994399	-0.6198888909403766
37194	2.004844527401394	0.30847855025629567	5.04	-0.40069587794070244	0.8644444316332337	0.3036093510082082
37273	2.0088165477130824	-0.26640566076101285	4.98	-0.4091849533678977	0.8736468947866589	-0.2632656019440061
37285	2.0093875321778722	1.518787103335085	5.05	-0.022074559559567587	0.04706628689236012	0.9986478250406483
37340	2.0125707509341226	-0.1666986832392985	3.94	-0.4216174279271442	0.8914632588413374	-0.16592770294342657
37343	2.012642222166992	-0.6725370058225957	5.41	-0.33449406804194154	0.7071201622582796	-0.622972547206197
37397	2.0150709350876044	-1.26721546712567	3.93	-0.12848590445170538	0.26991858058545876	-0.9542721478760441
37498	2.020008733340884	-0.7884196424919159	5.04	-0.30613551991905336	0.6350272114723852	-0.7092400751039789
37502	2.0202503741758226	1.024689087031178	4.93	-0.22564964269887594	0.46778395564310093	0.854552754130933
37522	2.0215800532664545	0.5041123490327073	4.23	-0.3814754976206998	0.7881358142911232	0.4830304161713914
37541	2.0225738437425407	-0.49586348665546914	4.63	-0.38398466565838885	0.7913143530571766	-0.47579131053952384
37557	2.023266041323881	-0.7144286428750588	5.12	-0.3302826286145567	0.679444515871929	-0.6551858782719746
37570	2.0237433016078388	-0.5053570480420596	3.94	-0.3829158744753545	0.7867676723439814	-0.48411988476947326
37594	2.024886055935582	0.8802357595725611	5.31	-0.27940299884729813	0.5724194358135676	0.7708890670764592
37597	2.0250847616709216	0.4500184694077286	5.3	-0.39513341861861556	0.809110683991799	0.4349821634746522
37633	2.026534868479941	0.42582530872852886	3.57	-0.4008215180870313	0.8177488624402783	0.41307252222344504
37711	2.0300576410421667	-0.6626768031200387	3.62	-0.34946376721402267	0.7066597325102193	-0.6152293050994636
37718	2.0303267708128243	0.48914944936914223	1.16	-0.3915133854199744	0.7911602407926257	0.4698752413417258
37745	2.0314941342830206	-0.596420247536687	5.36	-0.36781692677618216	0.7410947281642655	-0.5616843528745108
37783	2.0330809003724712	-0.25418634886841274	5.03	-0.43166350817807164	0.8662768035649306	-0.2514579792186487
37793	2.0334678398676385	-0.11820261557753368	5.49	-0.4432258715010588	0.888619108880664	-0.11792754624879474
37800	2.033850328773213	0.3230611950357288	4.89	-0.4235746588801216	0.8484083628075404	0.31747087783419997
37813	2.034486763084953	0.18794145208446444	5.25	-0.43937618117579125	0.8786583584042185	0.18683698943673402
37838	2.0361648971607456	0.6548020520679655	5.15	-0.355936331393206	0.7088198574889851	0.6090022476343092
37902	2.0394894875864065	-0.6721462789629516	5.07	-0.35346558434368197	0.6981031993067967	-0.6226668481637628
37908	2.039877212479737	0.5832139344987916	5.14	-0.3773385832033336	0.7445365722279361	0.55070943903403
37912	2.039963082678935	-0.8134716098828519	5.22	-0.3106133199823531	0.6127484524753093	-0.7266764750827248
37941	2.0417967255910807	-0.2128028469743752	5.48	-0.4435419602397163	0.8710137458531213	-0.21120034100735763
37962	2.042411168754245	-0.45268899769620513	4.4	-0.4085630775506181	0.8011057075301515	-0.4373852501227984
37981	2.043503395800143	-0.8216612532385699	4.69	-0.3100593849174214	0.6063265376027325	-0.7322781627382539
38038	2.0465203719451406	-0.4348000535416715	5.32	-0.41536887523842936	0.8062473387669593	-0.42122906620312645
38057	2.0474382405987646	-0.809365111952297	4.1	-0.31655131287970534	0.6130558627448771	-0.7238492767615848
38062	2.047682499427581	-0.43388511704119104	3.34	-0.41648231616727843	0.8061061305977925	-0.4203990800805753
38103	2.0493946674237873	-0.3006924444769312	5.17	-0.4398720799815137	0.8478142377730885	-0.29618165284496234
38264	2.0581785604832246	0.030837664048127173	5.12	-0.46809199254350864	0.8831416794205427	0.03083278428736927
38273	2.0584924579491957	-0.24256636558765501	5.16	-0.4548737035086552	0.8575525955586061	-0.24019462880551248
38304	2.0604365802029925	-0.7081810622846199	3.71	-0.35722092224105567	0.6703012342219472	-0.6504532789630504
38313	2.0606292645524125	-0.6057242312599258	5.01	-0.3867743918417957	0.7254222819331738	-0.5693576052800875
38343	2.0622990210477954	-0.6782840259835625	4.49	-0.36748503993924575	0.6864775633219778	-0.6274578077260421
38386	2.064107007619936	-0.6346674974846459	5.44	-0.38133046876485305	0.7092566840591242	-0.5929097989652667
38388	2.0641164323978973	-0.8659109697368176	4.63	-0.3068366870063476	0.5706889975935967	-0.7616858378180499
38406	2.0651725311282787	-0.8395545781695261	4.22	-0.31685677190816697	0.5878360345316251	-0.7443457413071359
38426	2.0660202375459726	0.46715104022432546	4.97	-0.42431006393955334	0.7855895167085755	0.45034440251567337
38480	2.0690157461411705	-0.6261767848329589	5.48	-0.38719928521936625	0.711772929458862	-0.5860512011890785
38526	2.0713211515501295	0.8301588075809249	5.47	-0.32380663236414864	0.5919868094274223	0.7380385371380888
38609	2.075479834825319	0.3470407448677769	5.38	-0.4547038729223708	0.8231434762349585	0.34011645870381635
38713	2.080339878660423	-0.9247166274769428	3.46	-0.2936720738484443	0.5255796928787847	-0.7984501859696673
38721	2.08068990444191	-0.3993334097981125	4.2	-0.44968204076616547	0.8041251750413638	-0.3888042760529679
38731	2.0811454353766803	-0.759225397920759	5.36	-0.3543296833097849	0.6329386145319752	-0.688359779301443
38758	2.0826450222699937	-0.7698622721404534	5.08	-0.35167215114611644	0.6259872941144687	-0.6960363537312606
38788	2.0842218399827086	-0.5294381236766963	4.76	-0.4239191227637175	0.7518102324881825	-0.5050484646856235
38807	2.085066666607136	-0.7954803894341514	5.14	-0.34430089234121586	0.6094057448566299	-0.7141999255592082
38847	2.0867186207441484	-0.8594858542548658	4.47	-0.32206377685402365	0.567853896514372	-0.757507013731204
38852	2.08717048648749	0.03882950923971668	5.3	-0.49335804488562873	0.8689596461063352	0.03881974993971993
38913	2.090447429424572	-0.40684316014371613	5.09	-0.4560439667775935	0.7971422721569532	-0.3957121407111577
38951	2.0920957183701554	-0.6858610587718307	5.22	-0.38539421052034756	0.6710828982685048	-0.6333395978059021
38960	2.092761997812104	-1.0574436985566482	5.19	-0.24485530966773053	0.4257059593179553	-0.8711029293537585
38969	2.0932426614881035	-0.06422083845041052	4.93	-0.49797293327306635	0.8648146092733827	-0.06417670383203536
38985	2.093817049344935	-0.32112710842513126	4.61	-0.47396499744539267	0.8220285480942375	-0.3156362579214703
39007	2.095249615594972	1.2901110627724743	5.37	-0.13871181920250059	0.2397829749655632	0.9608658366963605
39028	2.095847303597317	-1.1094614043166247	4.81	-0.22313146837893952	0.38518231996711877	-0.8954590600378147
39100	2.099728217722052	-0.024305594789613194	4.69	-0.5044623921271955	0.863091564806029	-0.024303203286561062
39200	2.1042806472764912	0.04074595057157654	4.39	-0.508114533916364	0.8603256983665261	0.04073466770584243
39313	2.1097454476974105	0.48510260679242057	4.94	-0.45402090732958167	0.7592299605730043	0.4662991343289602
39318	2.1100342124221534	-0.6981866437625845	2.21	-0.393331716480537	0.6573128230578711	-0.642829692417958
39376	2.1130257940265342	-0.5702833485761262	5.25	-0.4343814691741458	0.7210079776305396	-0.5398705728517067
39427	2.115278315959158	1.3871809176075955	5.39	-0.09457360768451127	0.1561834197533595	0.9831899979778487
39456	2.1165380946132477	0.22895604373450792	5.14	-0.5055070339258653	0.8324370085492341	0.22696093375089174
39578	2.1235087651127875	-0.790041001007141	5.04	-0.36950180069329985	0.5990205671366167	-0.7103821361997604
39622	2.12625032830182	-0.35874094348095636	5.33	-0.4937590604169808	0.7955714084453757	-0.35109560566942694
39644	2.127312972016897	-0.42419047627147827	2.83	-0.48141543674333287	0.7738465715486759	-0.4115831155035229
39667	2.1282729903719564	0.37667374775959256	5.3	-0.49195697752097756	0.7891006437831037	0.3678294526672863
39681	2.1289979128767724	-1.1975936549450854	4.35	-0.1931136939346368	0.30925701690232543	-0.9311644316186022
39734	2.1312991294955275	0.8989609782381878	4.78	-0.3308871424247007	0.527185667836605	0.7826806312958615
39750	2.131894199503994	-0.05207688987491153	4.36	-0.5313945581586724	0.8455236675018966	-0.052053350069824
39790	2.1337207738326693	-1.069929225520055	4.74	-0.25625418910865255	0.4060944540666969	-0.8771665092447033
39793	2.1337841292845168	-0.335888858892404	4.4	-0.5038899761299411	0.798406622222762	-0.3296084913144789
39840	2.135988741929173	-0.8261793172600376	1.75	-0.36295605315542523	0.5722997082312179	-0.7353475011423504
39848	2.13627698305514	-0.7700876639600559	5.2	-0.3846392495923126	0.6061029247419978	-0.6961981702735643
39857	2.1368034616240044	-0.8366618520139781	5.23	-0.3592686273099969	0.5654662927024575	-0.7424108870754315
39971	2.1435775207833068	-0.22561869495201448	4.72	-0.5282355924289597	0.8190978282926114	-0.22370942442721026
39978	2.1439547737011257	-0.691474055099537	4.44	-0.41772848055786954	0.6472060006345022	-0.6376733562518558
39983	2.144274692553016	-0.750269537570123	4.73	-0.3968833342134936	0.614478119242593	-0.6818359480077784
39994	2.1447917463439197	-0.13565639678966754	5.36	-0.5380029451190596	0.8320233062941805	-0.13524070698764643
40054	2.1476804407888954	0.3080117095879722	4.67	-0.5197467809058188	0.7987205788306223	0.3031645109350934
40101	2.150302885256479	1.1950980086476586	5.34	-0.20093068877316456	0.30701593266261257	0.9302516194022172
40145	2.152570329754208	-0.2755564394825117	4.99	-0.528776301272437	0.8039693868741322	-0.27208242902082586
40159	2.153264883530039	-0.6265647889789697	4.78	-0.4455961667354382	0.676475803444596	-0.5863655374803945
40170	2.1537476416011407	-0.8201586294723581	5.14	-0.37549217875277424	0.5694498662971256	-0.731254041677501
40206	2.155359016833044	-0.6339433952845784	5.09	-0.4446120394830386	0.6719147359010688	-0.5923265332785033
40211	2.1556935964506514	-0.7042035267324949	4.42	-0.4207813426686199	0.6354378946195443	-0.6474270180827136
